tree_id,accession_number,common_name,scientific_name,additional_taxonomy,dbh,quantity,latitude,longitude,source,community_tag,memorial,age_class,condition_class,date_planted,date_inventoried,tree_asset_value
412,412-2022 U,Hackberry,Celtis occidentalis,,11,,41.83456289,-87.627292437,Unknown,,,Semi- mature,Good,,,1861.71
413,413-2022 U,Hackberry,Celtis occidentalis,,11,,41.834495987,-87.627299121,Unknown,,,Semi- mature,Good,,,2606.39
414,414-2022 U,Redbud-Eastern,Cercis canadensis,,"6,5,5",,41.834543509,-87.627321808,Unknown,,,Semi- mature,Good,,,7409.9
415,415-2022 U,Honeylocust-Common,Gleditsia triacanthos,,25,,41.834539845,-87.627379086,Unknown,,,Mature,Fair,,,6868.75
416,416-2022 U,Honeylocust-Common,Gleditsia triacanthos,,28,,41.83451647,-87.627452432,Unknown,,,Mature,Poor,,,5169.7
417,417-2022 U,Crabapple,Malus sp.,,4,,41.834298021,-87.62744957,Unknown,,,Young,Good,,,344.65
418,418-2022 U,Crabapple,Malus sp.,,4,,41.83418151,-87.627444405,Unknown,,Joseph L LoCicero,Young,Good,,,344.65
419,419-2022 U,Hawthorn,Crataegus sp.,,"5,5",,41.834148823,-87.627404141,Unknown,,,Semi- mature,Good,,,769.3
420,420-2022 U,Redbud-Eastern,Cercis canadensis,,"6,3",,41.834109773,-87.627342192,Unknown,,,Semi- mature,Good,,,969.32
421,421-2022 U,Redbud-Eastern,Cercis canadensis,,"6,5,5,4",,41.834076412,-87.627354688,Unknown,,,Semi- mature,Good,,,2197.12
422,422-2022 U,Hawthorn,Crataegus sp.,,6,,41.83405036,-87.627358267,Unknown,,,Semi- mature,Good,,,775.45
423,423-2022 U,Hawthorn,Crataegus sp.,,4,,41.834037826,-87.62730041,Unknown,,,Semi- mature,Good,,,344.65
424,424-2022 U,Hawthorn,Crataegus sp.,,6,,41.834002735,-87.627323872,Unknown,,,Semi- mature,Good,,,775.45
425,425-2022 U,Redbud-Eastern,Cercis canadensis,,5,,41.833920399,-87.627343971,Unknown,,,Semi- mature,Good,,,538.51
426,426-2022 U,Hawthorn,Crataegus sp.,,6,,41.833802074,-87.627311215,Unknown,,,Semi- mature,Good,,,775.45
427,427-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,6,,41.833550871,-87.627567507,Unknown,,,Semi- mature,Good,,,775.45
428,428-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,9,,41.833673659,-87.627451788,Unknown,,,Semi- mature,Good,,,1744.77
429,429-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,15,,41.83372672,-87.627731562,Unknown,,,Semi- mature,Good,,,4846.59
430,430-2022 U,Hawthorn,Crataegus sp.,,13,,41.833776493,-87.627671892,Unknown,,,Semi- mature,Good,,,3640.33
431,431-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,4,,41.833880262,-87.627642713,Unknown,,,Young,Good,,,344.65
432,432-2022 U,Hawthorn,Crataegus sp.,,4,,41.833871592,-87.627523912,Unknown,,Gerald A. Horn,Young,Good,,,344.65
433,433-2022 U,Hawthorn,Crataegus sp.,,"3,3",,41.833874937,-87.627453482,Unknown,,,Young,Good,,,387.73
434,434-2022 U,Linden-American,Tilia americana,,8,,41.833973968,-87.627767491,Unknown,,,Semi- mature,Good,,,984.7
435,435-2022 U,Viburnum,Viburnum sp.,,5,,41.834057559,-87.62776866,Unknown,,,Semi- mature,Good,,,1923.25
436,436-2022 U,Hawthorn,Crataegus sp.,,"9,7,6",,41.834115747,-87.627768275,Unknown,,,Semi- mature,Good,,,2554.08
437,437-2022 U,Hawthorn,Crataegus sp.,,4,,41.834330637,-87.627868811,Unknown,,,Semi- mature,Good,,,147.71
438,438-2022 U,Viburnum,Viburnum sp.,,5,,41.834389666,-87.627771879,Unknown,,,Semi- mature,Good,,,2307.9
439,439-2022 U,Hawthorn,Crataegus sp.,,5,,41.834856383,-87.627452098,Unknown,,,Young,Good,,,384.65
440,440-2022 U,Hawthorn,Crataegus sp.,,"9,6,5",,41.835054636,-87.627440234,Unknown,,,Semi- mature,Good,,,2184.81
441,441-2022 U,Hawthorn,Crataegus sp.,,"6,5,4",,41.835129038,-87.627448202,Unknown,,,Semi- mature,Good,,,1184.72
442,442-2022 U,Hawthorn,Crataegus sp.,,"6,5,5,4,3",,41.835215805,-87.627455796,Unknown,,,Semi- mature,Good,,,1707.85
443,443-2022 U,Hawthorn,Crataegus sp.,,5,,41.835283506,-87.62746282,Unknown,,,Young,Good,,,384.65
444,444-2022 U,Hawthorn,Crataegus sp.,,5,,41.835368735,-87.627387251,Unknown,,,Young,Good,,,384.65
445,445-2022 U,Hawthorn,Crataegus sp.,,5,,41.835320173,-87.627386724,Unknown,,,Young,Good,,,384.65
446,446-2022 U,Hawthorn,Crataegus sp.,,5,,41.835248363,-87.627394069,Unknown,,,Young,Good,,,384.65
447,447-2022 U,Hawthorn,Crataegus sp.,,5,,41.835162705,-87.62738535,Unknown,,,Young,Good,,,384.65
448,448-2022 U,Hawthorn,Crataegus sp.,,"6,5,5,4",,41.835102974,-87.627394285,Unknown,,,Semi- mature,Good,,,1569.37
449,449-2022 U,Euonymus-BurningBush,Euonymus alatus,,"4,4,3,3,3",,41.835041865,-87.627364715,Unknown,,,Semi- mature,Good,,,2723.32
450,450-2022 U,Maple-Freeman's,Acer x freemanii,,8,,41.83478574,-87.627368635,Unknown,,,Semi- mature,Good,,,1378.59
451,451-2022 U,Hawthorn,Crataegus sp.,,"12,10,10",,41.834870586,-87.627345069,Unknown,,,Semi- mature,Good,,,7409.9
453,453-2022 U,Hawthorn,Crataegus sp.,,"17,9",,41.834971097,-87.627261121,Unknown,,,Semi- mature,Good,,,5692.82
454,454-2022 U,Hawthorn,Crataegus sp.,,"12,11,10",,41.83496908,-87.627064321,Unknown,,,Semi- mature,Good,,,7862.25
455,455-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,13,,41.834875116,-87.626779583,Unknown,,,Semi- mature,Good,,,2600.23
456,456-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,13,,41.834955769,-87.626793804,Unknown,,,Semi- mature,Good,,,3640.33
457,457-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,12,,41.8349928,-87.62676222,Unknown,,,Semi- mature,Good,,,3101.82
458,458-2022 U,Hackberry,Celtis occidentalis,,8,,41.835020842,-87.626797167,Unknown,,,Semi- mature,Good,,,1378.59
459,459-2022 U,Oak-Bur,Quercus macrocarpa,,13,,41.835091353,-87.626809471,Unknown,,,Semi- mature,Good,,,4680.42
460,460-2022 U,Kentucky Coffeetree,Gymnocladus dioicus,,11,,41.835170941,-87.626753961,Unknown,,,Semi- mature,Good,,,2606.39
461,461-2022 U,Hackberry,Celtis occidentalis,,10,,41.835215543,-87.626797267,Unknown,,,Semi- mature,Good,,,2154.04
462,462-2022 U,Hackberry,Celtis occidentalis,,6,,41.835247735,-87.626823616,Unknown,,,Semi- mature,Good,,,775.45
463,463-2022 U,Ash-Green,Fraxinus pennsylvanica,,13,,41.835261945,-87.626810971,Unknown,,,Semi- mature,Good,,,3640.33
464,464-2022 U,Linden-American,Tilia americana,,7,,41.835320743,-87.626796233,Unknown,,,Semi- mature,Good,,,1055.48
465,465-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,11,,41.836173056,-87.626802608,Unknown,,,Semi- mature,Good,,,2606.39
466,466-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,12,,41.836242648,-87.626820513,Unknown,,,Semi- mature,Good,,,3101.82
467,467-2022 U,Ash-White,Fraxinus americana,,11,,41.836346841,-87.626814314,Unknown,,,Semi- mature,Good,,,2606.39
468,468-2022 U,Catalpa,Catalpa sp.,,12,,41.836528773,-87.626798118,Unknown,,,Semi- mature,Fair,,,2215.58
469,469-2022 U,Catalpa,Catalpa sp.,,10,,41.836539541,-87.626810529,Unknown,,,Semi- mature,Fair,,,1538.6
470,470-2022 U,Oak-Bur,Quercus macrocarpa,,12,,41.83658261,-87.626785183,Unknown,,,Semi- mature,Fair,,,2848.61
471,471-2022 U,Serviceberry,Amelanchier sp.,,"4,3,3,3,2",,41.836083646,-87.627687468,Unknown,,,Semi- mature,Good,,,1012.4
472,472-2022 U,Redbud-Eastern,Cercis canadensis,,"4,3,2,2",,41.836082282,-87.627424136,Unknown,,,Semi- mature,Good,,,2132.5
473,473-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,4,,41.836069803,-87.627330912,Unknown,,,Young,Good,,,344.65
474,474-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,4,,41.836083049,-87.627241567,Unknown,,,Young,Good,,,344.65
475,475-2022 U,Hackberry,Celtis occidentalis,,5,,41.835951203,-87.627285964,Unknown,,,Young,Good,,,538.51
476,476-2022 U,Yellowwood,Cladrastis kentukea,,5,,41.835931737,-87.627622603,Unknown,,,Young,Good,,,538.51
477,477-2022 U,Hawthorn,Crataegus sp.,,6,,41.836477415,-87.627245665,Unknown,,,Semi- mature,Good,,,775.45
478,478-2022 U,Hawthorn,Crataegus sp.,,"3,3,2,2",,41.836503674,-87.627196848,Unknown,,,Semi- mature,Good,,,560.05
479,479-2022 U,Hawthorn,Crataegus sp.,,"4,3,3",,41.836502651,-87.627120991,Unknown,,,Semi- mature,Good,,,732.37
480,480-2022 U,Hawthorn,Crataegus sp.,,"7,5",,41.836497394,-87.6270291,Unknown,,,Semi- mature,Good,,,1593.99
481,481-2022 U,Hawthorn,Crataegus sp.,,"4,4,3,3,3",,41.83657334,-87.627078022,Unknown,,,Semi- mature,Good,,,1270.88
482,482-2022 U,Hawthorn,Crataegus sp.,,"5,3,3,3",,41.836578226,-87.627218033,Unknown,,,Semi- mature,Good,,,1120.1
483,483-2022 U,Crabapple,Malus sp.,,10,,41.836599588,-87.627287785,Unknown,,,Semi- mature,Fair,,,1538.6
484,484-2022 U,Redbud-Eastern,Cercis canadensis,,"4,3,3,2,2",,41.836710887,-87.62740483,Unknown,,,Young,Good,,,1809.39
485,485-2022 U,Hawthorn,Crataegus sp.,,"5,5,4,4",,41.836508986,-87.627739745,Unknown,,,Semi- mature,Good,,,1766.31
486,486-2022 U,Hawthorn,Crataegus sp.,,"5,4,4,3",,41.83659218,-87.627735579,Unknown,,,Semi- mature,Good,,,1421.67
487,487-2022 U,Redbud-Eastern,Cercis canadensis,,"10,7",,41.836713149,-87.627738382,Unknown,,,Semi- mature,Good,,,3209.52
488,488-2022 U,Redbud-Eastern,Cercis canadensis,,"8,8,7",,41.836743813,-87.627689805,Unknown,,,Semi- mature,Good,,,3812.65
489,489-2022 U,Tuliptree,Liriodendron tulipifera,,4,,41.836752668,-87.627491069,Unknown,,,Young,Fair,,,246.18
490,490-2022 U,Tuliptree,Liriodendron tulipifera,,4,,41.836816813,-87.62743818,Unknown,,,Young,Good,,,344.65
491,491-2022 U,Tuliptree,Liriodendron tulipifera,,4,,41.836839921,-87.627570389,Unknown,,,Young,Good,,,344.65
492,492-2022 U,Plum-Purple Leaf,Prunus cerasifera,,3,,41.836911262,-87.627547104,Unknown,,,Young,Good,,,193.86
493,493-2022 U,Crabapple,Malus sp.,,"9,9,8,7",,41.836957013,-87.627526492,Unknown,,,Semi- mature,Fair,,,3022.25
494,494-2022 U,Crabapple,Malus sp.,,"8,6,6",,41.836988192,-87.627533385,Unknown,,,Semi- mature,Fair,,,1494.64
495,495-2022 U,Hawthorn,Crataegus sp.,,4,,41.837372874,-87.627591136,Unknown,,,Young,Good,,,344.65
496,496-2022 U,Hornbeam-European,Carpinus betulus,,3,,41.837047052,-87.627807878,Unknown,,,Young,Fair,,,138.47
497,497-2022 U,Hornbeam-European,Carpinus betulus,,3,,41.837074068,-87.627842106,Unknown,,,Young,Fair,,,138.47
498,498-2022 U,Hornbeam-European,Carpinus betulus,,3,,41.837139611,-87.627843484,Unknown,,,Young,Fair,,,138.47
499,499-2022 U,Hornbeam-European,Carpinus betulus,,3,,41.837141232,-87.627808879,Unknown,,,Young,Fair,,,138.47
500,500-2022 U,Catalpa,Catalpa sp.,,6,,41.837340919,-87.627831896,Unknown,,,Semi- mature,Good,,,775.45
601,501-2022 U,Serviceberry,Amelanchier sp.,,"4,3,2,2",,41.8355474,-87.628042773,Unknown,,,Semi- mature,Good,,,2132.5
602,502-2022 U,Maple-Norway,Acer platanoides,,28,,41.835607014,-87.627956955,Unknown,,,Mature,Good,,,16887.67
603,503-2022 U,Maple-Norway,Acer platanoides,,30,,41.835771466,-87.627972288,Unknown,,,Mature,Good,,,19386.36
604,504-2022 U,Maple-Red,Acer rubrum,,9,,41.835924589,-87.627981817,Unknown,,,Semi- mature,Fair,,,1246.27
605,505-2022 U,Serviceberry,Amelanchier sp.,,"5,4,3,3,3",,41.835922334,-87.628055408,Unknown,,,Semi- mature,Good,,,1464.75
606,506-2022 U,Serviceberry,Amelanchier sp.,,"3,2,2",,41.835952041,-87.628053872,Unknown,,,Semi- mature,Good,,,366.19
607,507-2022 U,Maple-Red,Acer rubrum,,7,,41.836162714,-87.627996655,Unknown,,,Semi- mature,Fair,,,753.91
608,508-2022 U,Hawthorn,Crataegus sp.,,6,,41.836337022,-87.62824008,Unknown,,,Semi- mature,Good,,,775.45
609,509-2022 U,Hawthorn,Crataegus sp.,,6,,41.836344333,-87.628309687,Unknown,,,Semi- mature,Good,,,775.45
610,510-2022 U,Hawthorn,Crataegus sp.,,6,,41.836344234,-87.628374295,Unknown,,,Semi- mature,Good,,,775.45
611,511-2022 U,Hawthorn,Crataegus sp.,,5,,41.836337703,-87.628485805,Unknown,,,Semi- mature,Good,,,538.51
612,512-2022 U,Hawthorn,Crataegus sp.,,6,,41.836338562,-87.628536742,Unknown,,,Semi- mature,Good,,,775.45
615,515-2022 U,Maple-Norway,Acer platanoides,,27,,41.835653426,-87.628803253,Unknown,,,Mature,Good,,,15702.95
616,516-2022 U,Linden-American,Tilia americana,,23,,41.835365441,-87.628777752,Unknown,,,Mature,Fair,,,8139.19
617,517-2022 U,Linden-American,Tilia americana,,24,,41.835329977,-87.628705221,Unknown,,,Semi- mature,Good,,,12407.27
618,518-2022 U,Linden-American,Tilia americana,,29,,41.835252629,-87.628720443,Unknown,,,Mature,Good,,,18115.48
619,519-2022 U,Linden-American,Tilia americana,,28,,41.835160844,-87.628695788,Unknown,,,Mature,Fair,,,12062.62
620,520-2022 U,Linden-American,Tilia americana,,25,,41.83517392,-87.628808006,Unknown,,,Mature,Good,,,13462.75
621,521-2022 U,Linden-American,Tilia americana,,30,,41.83509094,-87.628806252,Unknown,,,Mature,Good,,,19386.36
622,522-2022 U,Linden-American,Tilia americana,,31,,41.835096881,-87.628704663,Unknown,,,Mature,Good,,,20288.18
623,523-2022 U,Linden-American,Tilia americana,,35,,41.834999072,-87.628777142,Unknown,,,Mature,Fair,,,18191.25
624,524-2022 U,Linden-American,Tilia americana,,24,,41.834919535,-87.628781597,Unknown,,,Semi- mature,Good,,,12407.27
625,525-2022 U,Linden-American,Tilia americana,,27,,41.834833734,-87.628784606,Unknown,,,Mature,Good,,,15702.95
626,526-2022 U,Linden-American,Tilia americana,,30,,41.834756037,-87.628799524,Unknown,,,Mature,Good,,,19386.36
627,527-2022 U,Linden-American,Tilia americana,,24,,41.834926932,-87.628698997,Unknown,,,Semi- mature,Good,,,12407.27
628,528-2022 U,Linden-American,Tilia americana,,35,,41.834829987,-87.628689294,Unknown,,,Mature,Fair,,,18191.25
629,529-2022 U,Linden-American,Tilia americana,,24,,41.834741259,-87.628702068,Unknown,,,Mature,Good,,,12407.27
631,531-2022 U,Redbud-Eastern,Cercis canadensis,alba,7,,41.834718104,-87.628114549,Unknown,,,Semi- mature,Fair,,,538.51
632,532-2022 U,Linden-Littleleaf,Tilia cordata,,7,,41.834720807,-87.628177903,Unknown,,,Semi- mature,Poor,,,323.11
633,533-2022 U,Linden-Littleleaf,Tilia cordata,,12,,41.834720393,-87.628266295,Unknown,,,Semi- mature,Good,,,2215.58
634,534-2022 U,Linden-Littleleaf,Tilia cordata,,8,,41.834707445,-87.628440499,Unknown,,,Semi- mature,Good,,,984.7
635,535-2022 U,Maple-Sugar,Acer saccharum,,7,,41.83470526,-87.628533304,Unknown,,,Semi- mature,Good,,,753.91
636,536-2022 U,Linden-Littleleaf,Tilia cordata,,11,,41.834703358,-87.628633928,Unknown,,,Semi- mature,Good,,,1861.71
637,537-2022 U,Ginkgo,Ginkgo biloba,,7,,41.834579954,-87.629117249,Unknown,,,Semi- mature,Good,,,807.76
638,538-2022 U,Ginkgo,Ginkgo biloba,,8,,41.834591668,-87.62906064,Unknown,,,Semi- mature,Good,,,1055.04
639,539-2022 U,Ginkgo,Ginkgo biloba,,7,,41.834692638,-87.629337952,Unknown,,,Semi- mature,Good,,,807.76
640,540-2022 U,Ginkgo,Ginkgo biloba,,10,,41.834683724,-87.629273212,Unknown,,,Semi- mature,Good,,,1648.5
641,541-2022 U,Ginkgo,Ginkgo biloba,,8,,41.834685866,-87.629092729,Unknown,,,Semi- mature,Good,,,1055.04
643,543-2022 U,Walnut-Black,Juglans nigra,,11,,41.835470809,-87.629050327,Unknown,,,Semi- mature,Fair,,,1329.79
644,544-2022 U,Walnut-Black,Juglans nigra,,13,,41.835578123,-87.629054888,Unknown,,,Semi- mature,Fair,,,2600.23
645,545-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,26,,41.836436826,-87.629197912,Unknown,,,Mature,Fair,,,7429.24
646,546-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,25,,41.836453056,-87.629063331,Unknown,,,Semi- mature,Fair,,,6868.75
647,547-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,23,,41.836539709,-87.629051959,Unknown,,,Semi- mature,Good,,,8139.19
648,548-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,24,,41.836638755,-87.629021873,Unknown,,,Semi- mature,Good,,,12407.27
650,550-2022 U,Cherry-Flowering,Prunus serrulata,,4,,41.836898213,-87.62903727,Unknown,,Jacob Henry Bass,Semi- mature,Fair,,,246.18
651,551-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,23,,41.836972993,-87.629026198,Unknown,,,Semi- mature,Good,,,11394.87
652,552-2022 U,Hawthorn,Crataegus sp.,,"9,6",,41.837071874,-87.629051916,Unknown,,,Semi- mature,Good,,,2520.23
653,553-2022 U,Hawthorn,Crataegus sp.,,"10,8",,41.837209135,-87.629052786,Unknown,,,Semi- mature,Good,,,3532.63
654,554-2022 U,Hawthorn,Crataegus sp.,,16,,41.83724133,-87.62904858,Unknown,,,Semi- mature,Good,,,5514.34
655,555-2022 U,Hawthorn,Crataegus sp.,,"9,8,8",,41.837321783,-87.629054573,Unknown,,,Semi- mature,Good,,,4501.94
656,556-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,24,,41.837545029,-87.629067408,Unknown,,,Semi- mature,Poor,,,3798.14
657,557-2022 U,Tuliptree,Liriodendron tulipifera,,4,,41.837199154,-87.628766786,Unknown,,,Semi- mature,Good,,,344.65
658,558-2022 U,Serviceberry,Amelanchier sp.,,"3,2,2,2,2,2",,41.837193339,-87.628663446,Unknown,,,Semi- mature,Good,,,1874.01
659,559-2022 U,Tuliptree,Liriodendron tulipifera,,4,,41.837078693,-87.628715915,Unknown,,,Semi- mature,Good,,,344.65
660,560-2022 U,Serviceberry,Amelanchier sp.,,"3,3,2,2,2,2",,41.837003545,-87.62867,Unknown,,,Semi- mature,Good,,,523.12
661,561-2022 U,Hornbeam-American,Carpinus caroliniana,,"3,2,2,2,2,2",,41.837008861,-87.628736093,Unknown,,,Semi- mature,Fair,,,318.71
662,562-2022 U,Oak-Swamp White,Quercus bicolor,,6,,41.836929766,-87.628694928,Unknown,,,Semi- mature,Good,,,775.45
663,563-2022 U,Serviceberry,Amelanchier sp.,,"3,2,2,2,2,2",,41.836926922,-87.628737365,Unknown,,,Semi- mature,Poor,,,267.72
664,564-2022 U,Serviceberry,Amelanchier sp.,,"3,2,2,2,2,2",,41.836896634,-87.628756277,Unknown,,,Semi- mature,Fair,,,446.19
665,565-2022 U,Serviceberry,Amelanchier sp.,,"3,2,2,2,2,2",,41.836784446,-87.628766648,Unknown,,,Semi- mature,Fair,,,446.19
666,566-2022 U,Hornbeam-American,Carpinus caroliniana,,"3,2,2,2,2,2",,41.836747069,-87.628760683,Unknown,,,Semi- mature,Good,,,624.67
667,567-2022 U,Serviceberry,Amelanchier sp.,,"3,2,2,2,2,2",,41.836711623,-87.628771285,Unknown,,,Semi- mature,Good,,,624.67
668,568-2022 U,Serviceberry,Amelanchier sp.,,"3,3,2,2,2,2",,41.83668506,-87.628762931,Unknown,,,Semi- mature,Fair,,,523.12
669,569-2022 U,Oak-Swamp White,Quercus bicolor,,5,,41.836604073,-87.628750491,Unknown,,,Semi- mature,Good,,,538.51
670,570-2022 U,Tuliptree,Liriodendron tulipifera,,4,,41.836523421,-87.628695058,Unknown,,,Semi- mature,Good,,,344.65
671,571-2022 U,Hornbeam-American,Carpinus caroliniana,,"3,2,2,2,2,2",,41.836461685,-87.628665632,Unknown,,,Semi- mature,Poor,,,267.72
672,572-2022 U,Tuliptree,Liriodendron tulipifera,,4,,41.836433732,-87.628730542,Unknown,,,Semi- mature,Good,,,344.65
674,574-2022 U,Elm-Siberian,Ulmus pumila,,32,,41.837714377,-87.627987136,Unknown,,,Mature,Good,,,21610.65
675,575-2022 U,Elm-Siberian,Ulmus pumila,,30,,41.837647968,-87.628030572,Unknown,,,Mature,Good,,,19386.36
676,576-2022 U,Elm-Siberian,Ulmus pumila,,32,,41.837529681,-87.627975735,Unknown,,,Mature,Fair,,,15436.18
677,577-2022 U,Serviceberry,Amelanchier sp.,,"3,3,2,2,2,2",,41.837490218,-87.627985368,Unknown,,,Semi- mature,Fair,,,523.12
678,578-2022 U,Serviceberry,Amelanchier sp.,,"3,2,2,2,2,2",,41.83745565,-87.628020464,Unknown,,,Semi- mature,Good,,,1249.34
679,579-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,18,,41.837420063,-87.62800529,Unknown,,,Semi- mature,Good,,,6979.09
680,580-2022 U,Tree of Heaven,Ailanthus altissima,,28,,41.8373726,-87.627990019,Unknown,,,Mature,Fair,,,12062.62
681,581-2022 U,Sweetgum-Common,Liquidambar styraciflua,,4,,41.837352698,-87.628106214,Unknown,,,Semi- mature,Good,,,344.65
682,582-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,21,,41.837413521,-87.628159308,Unknown,,,Semi- mature,Good,,,9499.32
683,583-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,22,,41.837460766,-87.628090677,Unknown,,,Semi- mature,Good,,,10425.55
684,584-2022 U,Maple-Silver,Acer saccharinum,,35,,41.837450093,-87.628251623,Unknown,,,Mature,Fair,,,18191.25
685,585-2022 U,Maple-Silver,Acer saccharinum,,28,,41.837476133,-87.628338974,Unknown,,,Mature,Good,,,16887.67
686,586-2022 U,Hawthorn,Crataegus sp.,,6,,41.837326642,-87.628278322,Unknown,,,Semi- mature,Good,,,2326.36
687,587-2022 U,Sweetgum-Common,Liquidambar styraciflua,,4,,41.83737715,-87.628364285,Unknown,,,Semi- mature,Good,,,344.65
688,588-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,27,,41.837410696,-87.628573464,Unknown,,,Mature,Good,,,15702.95
690,590-2022 U,Oak-Swamp White,Quercus bicolor,,4,,41.837289034,-87.628704463,Unknown,,,Semi- mature,Good,,,344.65
691,591-2022 U,Maple-Sugar,Acer saccharum,,14,,41.837372494,-87.628759625,Unknown,,,Semi- mature,Good,,,4221.92
692,592-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,26,,41.837497323,-87.628794828,Unknown,,,Mature,Good,,,14561.31
693,593-2022 U,Tree of Heaven,Ailanthus altissima,,"22,18,13",,41.838001607,-87.628631847,Unknown,,,Mature,Good,,,9019.27
694,594-2022 U,Mulberry-Red,Morus rubra,,15,,41.838032464,-87.628639342,Unknown,,,Semi- mature,Good,,,3461.85
695,595-2022 U,Mulberry-Red,Morus rubra,,14,,41.838026266,-87.628621251,Unknown,,,Semi- mature,Fair,,,2154.04
696,596-2022 U,Mulberry-Red,Morus rubra,,"24,8",,41.838080784,-87.628613605,Unknown,,,Semi- mature,Good,,,13785.86
697,597-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,22,,41.838160269,-87.628614374,Unknown,,,Semi- mature,Fair,,,7446.82
698,598-2022 U,Mulberry-Red,Morus rubra,,"12,22,17,13",,41.838155827,-87.628524939,Unknown,,,Semi- mature,Fair,,,16709.2
699,599-2022 U,Hawthorn,Crataegus sp.,,"2,2,2",,41.838110132,-87.628561911,Unknown,,,Semi- mature,Good,,,516.97
700,600-2022 U,Hawthorn,Crataegus sp.,,"3,2,2,2",,41.838010631,-87.628513399,Unknown,,,Semi- mature,Good,,,904.7
701,601-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,16,,41.83473428,-87.62754492,Unknown,,,Semi- mature,Good,,,3938.82
702,602-2022 U,Kentucky Coffeetree,Gymnocladus dioicus,,7,,41.83471147,-87.62749798,Unknown,,,Semi- mature,Good,,,753.91
703,603-2022 U,Kentucky Coffeetree,Gymnocladus dioicus,,15,,41.834726832,-87.627355231,Unknown,,,Semi- mature,Fair,,,2472.75
704,604-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,17,,41.834725338,-87.627145722,Unknown,,,Semi- mature,Good,,,4446.55
705,605-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,13,,41.834725597,-87.62697735,Unknown,,,Semi- mature,Fair,,,1857.31
706,606-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,13,,41.834729659,-87.62689178,Unknown,,,Semi- mature,Fair,,,1857.31
707,607-2022 U,Hawthorn,Crataegus sp.,,"14,12",,41.83486323,-87.62690678,Unknown,,,Mature,Fair,,,5231.24
710,610-2022 U,Hackberry,Celtis occidentalis,,24,,41.834982873,-87.626986095,Unknown,,,Mature,Fair,,,6330.24
712,612-2022 U,Maple-Red,Acer rubrum,,8,,41.8355465,-87.62686267,Unknown,,,Semi- mature,Fair,,,703.36
713,613-2022 U,Ash-Green,Fraxinus pennsylvanica,,29,,41.83546522,-87.62678827,Unknown,,,Mature,Good,,,12939.63
714,614-2022 U,Kentucky Coffeetree,Gymnocladus dioicus,,6,,41.83551372,-87.62674702,Unknown,,,Semi- mature,Good,,,553.9
715,615-2022 U,Ash-Green,Fraxinus pennsylvanica,,17,,41.83562855,-87.6268242,Unknown,,,Semi- mature,Good,,,4446.55
716,616-2022 U,Catalpa-Northern,Catalpa speciosa,,14,,41.83572862,-87.62681875,Unknown,,,Semi- mature,Good,,,3015.66
717,617-2022 U,Ash-Green,Fraxinus pennsylvanica,,30,,41.83581852,-87.62682275,Unknown,,,Mature,Good,,,13847.4
718,618-2022 U,Oak-Shingle,Quercus imbricaria,,4,,41.83585107,-87.6267743,Unknown,,,Young,Fair,,,175.84
719,619-2022 U,Ash-Green,Fraxinus pennsylvanica,,27,,41.835952,-87.62657871,Unknown,,,Mature,Good,,,11216.39
720,620-2022 U,Hawthorn,Crataegus sp.,,"10,10",,41.83593217,-87.62688433,Unknown,,,Semi- mature,Fair,,,3077.2
721,621-2022 U,Honeylocust-Thornless Common,Gleditsia triacanthos var. inermis,,3,,41.83593727,-87.62698827,Unknown,,,Young,Poor,,,83.08
